,state_abr,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,prod_year,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic
326,KS,17000.0,71,1207000.0,688000.0,0.81,978000.0,1997,0.0,156.7,0.0,0.0,0.0,156.7
327,KS,19000.0,47,893000.0,214000.0,0.72,643000.0,1994,,,,,,
328,KS,23000.0,57,1311000.0,891000.0,0.56,734000.0,1993,,,,,,
329,KS,28000.0,58,1624000.0,244000.0,0.59,958000.0,1992,,,,,,
330,KS,35000.0,52,1820000.0,291000.0,0.6,1092000.0,1991,,,,,,
331,KS,10000.0,61,610000.0,128000.0,1.55,946000.0,2008,18574.2,6267.3,11798.4,0.0,0.0,36639.9
332,KS,13000.0,51,663000.0,530000.0,0.96,636000.0,2001,0.0,46.9,0.0,0.0,0.0,46.9
333,KS,13000.0,67,871000.0,854000.0,1.11,967000.0,1999,0.0,22.6,0.0,0.0,0.0,22.6
334,KS,14000.0,40,560000.0,196000.0,1.18,661000.0,2007,20029.0,1155.9,6636.6,0.0,235.3,28056.8
335,KS,14000.0,55,770000.0,246000.0,1.17,901000.0,2006,12961.0,3964.6,9406.4,0.0,0.0,26332.0
336,KS,14000.0,80,1120000.0,683000.0,1.18,1322000.0,2004,7479.3,10636.1,3575.9,20.2,0.0,21711.5
337,KS,15000.0,68,1020000.0,520000.0,0.91,928000.0,2000,0.0,28.7,0.0,0.0,0.0,28.7
338,KS,16000.0,46,736000.0,390000.0,0.87,640000.0,1998,0.0,20.1,0.0,0.0,0.0,20.1
339,KS,16000.0,50,800000.0,328000.0,1.05,840000.0,2005,10489.0,3142.6,5469.7,0.0,0.0,19101.3
340,KS,16000.0,57,912000.0,447000.0,1.41,1286000.0,2003,0.0,23.7,81.7,16.2,0.0,121.6
341,KS,17000.0,52,884000.0,407000.0,1.5,1326000.0,2002,0.0,10.2,98.1,0.0,0.0,108.3
342,KS,6000.0,46,276000.0,39000.0,2.5,690000.0,2013,71506.6,29835.0,29067.0,0.0,0.0,130408.6
343,KS,6000.0,55,330000.0,125000.0,2.28,752000.0,2012,48739.6,37132.2,29558.4,0.0,0.0,115430.2
344,KS,7000.0,44,308000.0,117000.0,2.15,662000.0,2011,29542.7,19711.5,24384.9,0.0,0.0,73639.1
345,KS,7000.0,48,336000.0,54000.0,3.04,1021000.0,2016,0.0,2221.5,2408.3,0.0,0.0,4629.8
346,KS,7000.0,75,525000.0,84000.0,2.38,1250000.0,2014,67757.5,46814.4,31315.3,0.3,0.0,145887.5
347,KS,7000.0,79,553000.0,260000.0,4.18,2312000.0,2017,,,,,,
348,KS,8000.0,36,288000.0,107000.0,3.5,1008000.0,2015,0.0,2238.9,2230.0,0.2,0.0,4469.1
349,KS,9000.0,52,468000.0,103000.0,2.02,945000.0,2010,15132.8,22264.7,17974.1,0.0,0.0,55371.6
350,KS,9000.0,63,567000.0,164000.0,1.85,1049000.0,2009,24430.8,8915.2,26354.2,0.0,0.0,59700.2
351,KY,3000.0,44,132000.0,30000.0,1.02,135000.0,1995,0.0,78.8,0.0,0.0,0.0,78.8
352,KY,3000.0,54,162000.0,57000.0,0.98,159000.0,1994,,,,,,
353,KY,3000.0,60,180000.0,23000.0,1.28,230000.0,1996,0.0,34.5,0.0,0.0,0.0,34.5
354,KY,3000.0,60,180000.0,54000.0,1.48,266000.0,1997,0.0,1370.3,0.0,0.0,0.0,1370.3
355,KY,4000.0,30,120000.0,54000.0,0.74,89000.0,1992,,,,,,
356,KY,4000.0,60,240000.0,89000.0,0.84,202000.0,1993,,,,,,
357,KY,7000.0,25,175000.0,88000.0,0.96,168000.0,1991,,,,,,
358,KY,3000.0,41,123000.0,17000.0,3.25,400000.0,2013,32857.7,14255.7,4577.4,27.2,0.0,51718.0
359,KY,3000.0,50,150000.0,12000.0,1.24,186000.0,1999,0.0,4566.6,0.0,0.0,0.0,4566.6
360,KY,3000.0,50,150000.0,51000.0,1.4,210000.0,1998,0.0,3317.9,0.0,0.0,0.0,3317.9
361,KY,4000.0,39,156000.0,12000.0,3.17,495000.0,2011,7982.0,16392.4,11304.4,32.7,0.0,35711.5
362,KY,4000.0,39,156000.0,27000.0,2.44,381000.0,2008,5241.4,5605.5,2053.5,36.4,0.0,12936.8
363,KY,4000.0,48,192000.0,54000.0,1.35,259000.0,2000,0.0,3284.7,0.0,0.0,0.0,3284.7
364,KY,4000.0,61,244000.0,54000.0,2.12,517000.0,2007,9675.1,2649.4,1569.6,30.7,0.0,13924.8
365,KY,4000.0,78,312000.0,125000.0,1.41,440000.0,2001,0.0,2705.4,0.0,0.0,0.0,2705.4
366,KY,5000.0,35,175000.0,25000.0,2.71,474000.0,2009,8067.6,5332.7,3797.5,42.7,0.0,17240.5
367,KY,5000.0,38,190000.0,42000.0,4.08,775000.0,2017,,,,,,
368,KY,5000.0,46,230000.0,48000.0,4.02,925000.0,2016,8.4,4470.0,339.8,27.3,0.0,4845.5
369,KY,5000.0,46,230000.0,55000.0,4.04,929000.0,2015,2.5,3918.7,582.5,58.5,0.0,4562.2
370,KY,5000.0,47,235000.0,56000.0,3.96,931000.0,2014,36534.5,30765.2,8474.1,45.4,0.0,75819.2
371,KY,5000.0,48,240000.0,14000.0,1.67,401000.0,2003,0.0,2013.9,312.9,3.6,0.0,2330.4
372,KY,5000.0,50,250000.0,40000.0,2.08,520000.0,2005,1915.3,1821.1,428.5,28.4,0.0,4193.3
373,KY,5000.0,51,255000.0,41000.0,3.15,803000.0,2012,19734.3,13952.5,6714.5,18.6,0.0,40419.9
374,KY,5000.0,54,270000.0,78000.0,1.63,440000.0,2002,0.0,2862.4,137.7,0.0,0.0,3000.1
375,KY,5000.0,56,280000.0,34000.0,1.96,549000.0,2004,1655.6,3462.8,348.6,54.6,1.9,5523.5
376,KY,5000.0,56,280000.0,70000.0,2.19,613000.0,2006,3652.4,4672.3,1422.8,60.9,1.1,9809.5
377,KY,5000.0,67,335000.0,67000.0,2.72,911000.0,2010,8732.8,16406.8,3748.7,21.6,0.0,28909.9
378,LA,33000.0,119,3927000.0,275000.0,0.63,2474000.0,1995,0.0,945.9,0.0,0.0,0.0,945.9
379,LA,35000.0,98,3430000.0,515000.0,0.46,1578000.0,1994,,,,,,
380,LA,37000.0,106,3922000.0,784000.0,0.83,3255000.0,1996,0.0,1406.4,0.0,0.0,0.0,1406.4
381,LA,40000.0,70,2800000.0,168000.0,0.53,1484000.0,1991,,,,,,
382,LA,44000.0,115,5060000.0,759000.0,0.7,3542000.0,1997,0.0,493.8,0.0,0.0,0.0,493.8
383,LA,45000.0,107,4815000.0,385000.0,0.51,2456000.0,1992,,,,,,
384,LA,47000.0,86,4042000.0,1213000.0,0.52,2102000.0,1993,,,,,,
385,LA,29000.0,89,2581000.0,413000.0,1.08,2787000.0,2007,730.1,3945.3,9864.2,759.7,0.0,15299.3
386,LA,30000.0,90,2700000.0,675000.0,0.9,2430000.0,2006,1909.5,4995.6,13520.1,356.3,0.0,20781.5
387,LA,34000.0,90,3060000.0,275000.0,1.24,3794000.0,2003,0.0,1251.1,1297.8,25.5,0.0,2574.4
388,LA,35000.0,124,4340000.0,347000.0,1.16,5034000.0,2002,0.0,1309.1,221.2,75.5,0.0,1605.8
389,LA,35000.0,97,3395000.0,611000.0,0.72,2444000.0,2005,560.3,3257.3,5588.3,91.5,0.0,9497.4
390,LA,35000.0,98,3430000.0,240000.0,0.79,2710000.0,2004,136.6,5336.1,7054.0,490.4,0.0,13017.1
391,LA,36000.0,77,2772000.0,471000.0,1.67,4629000.0,2011,4850.7,20744.8,19026.7,2129.5,0.0,46751.7
392,LA,36000.0,80,2880000.0,288000.0,1.5,4320000.0,2010,3808.5,18262.6,6468.3,107.2,0.0,28646.6
393,LA,37000.0,103,3811000.0,610000.0,1.36,5183000.0,2009,4220.8,4983.4,14607.0,384.2,0.0,24195.4
394,LA,40000.0,77,3080000.0,493000.0,1.36,4189000.0,2008,1058.4,10848.2,14375.5,451.6,0.0,26733.7
395,LA,41000.0,111,4551000.0,865000.0,0.59,2685000.0,1998,0.0,433.8,0.0,0.0,0.0,433.8
396,LA,41000.0,86,3526000.0,141000.0,1.83,6453000.0,2012,6514.1,18133.3,20919.4,0.1,0.0,45566.9
397,LA,43000.0,81,3483000.0,279000.0,1.88,6548000.0,2017,,,,,,
398,LA,43000.0,94,4042000.0,1334000.0,0.52,2102000.0,2000,0.0,2964.7,0.0,0.0,0.0,2964.7
399,LA,44000.0,99,4356000.0,348000.0,1.95,8494000.0,2015,0.0,7778.9,4740.4,593.0,0.0,13112.3
400,LA,45000.0,106,4770000.0,572000.0,0.6,2862000.0,2001,0.0,2804.1,460.1,0.0,0.0,3264.2
401,LA,48000.0,114,5472000.0,821000.0,0.49,2681000.0,1999,0.0,628.4,0.0,0.0,0.0,628.4
402,LA,48000.0,84,4032000.0,524000.0,2.18,8790000.0,2014,4006.1,20872.0,24656.1,543.1,0.0,50077.3
403,LA,50000.0,86,4300000.0,301000.0,1.94,8342000.0,2016,0.0,10335.2,5216.2,282.6,0.0,15834.0
404,LA,50000.0,98,4900000.0,490000.0,1.89,9261000.0,2013,5418.9,15364.7,16757.5,11.0,0.0,37552.1
405,MD,6000.0,23,138000.0,51000.0,0.99,137000.0,1992,,,,,,
406,MD,6000.0,40,240000.0,65000.0,1.59,382000.0,1997,0.0,475.1,0.0,0.0,0.0,475.1
407,MD,7000.0,25,175000.0,60000.0,1.12,196000.0,1991,,,,,,
408,MD,7000.0,27,189000.0,77000.0,1.47,278000.0,1993,,,,,,
409,MD,7000.0,32,224000.0,40000.0,1.21,271000.0,1996,0.0,864.0,0.0,0.0,0.0,864.0
410,MD,7000.0,35,245000.0,81000.0,1.03,252000.0,1995,0.0,361.9,0.0,0.0,0.0,361.9
411,MD,7000.0,36,252000.0,83000.0,1.08,272000.0,1994,,,,,,
412,MD,2000.0,42,84000.0,21000.0,1.93,162000.0,2003,0.0,213.7,53.0,1.3,0.0,268.0
413,MD,3000.0,46,138000.0,21000.0,1.96,270000.0,2002,0.0,541.2,21.3,0.0,0.0,562.5
414,MD,4000.0,46,184000.0,55000.0,1.6,294000.0,2001,0.0,339.5,0.0,0.0,0.0,339.5
415,MD,6000.0,46,276000.0,50000.0,1.64,453000.0,1999,0.0,313.0,0.0,0.0,0.0,313.0
416,MD,6000.0,46,276000.0,52000.0,1.14,315000.0,2000,0.0,318.2,0.0,0.0,0.0,318.2
417,MD,7000.0,44,308000.0,92000.0,1.1,339000.0,1998,0.0,474.7,0.0,0.0,0.0,474.7
418,ME,8000.0,19,152000.0,9000.0,0.7,106000.0,1997,0.0,2408.3,0.0,0.0,0.0,2408.3
419,ME,8000.0,55,440000.0,172000.0,0.6,264000.0,1994,,,,,,
420,ME,9000.0,23,207000.0,21000.0,1.06,219000.0,1996,0.0,3235.5,0.0,0.0,0.0,3235.5
421,ME,11000.0,45,495000.0,223000.0,0.97,480000.0,1995,0.0,2092.3,0.0,0.0,0.0,2092.3
422,ME,13000.0,42,546000.0,213000.0,0.69,377000.0,1991,,,,,,
423,ME,13000.0,50,650000.0,215000.0,0.68,442000.0,1993,,,,,,
424,ME,15000.0,22,330000.0,122000.0,0.77,254000.0,1992,,,,,,
425,ME,10000.0,26,260000.0,117000.0,0.69,179000.0,1998,0.0,2915.3,0.0,0.0,0.0,2915.3
426,ME,10000.0,47,470000.0,47000.0,5.43,2552000.0,2015,12.8,1774.8,320.9,0.0,0.0,2108.5
427,ME,11000.0,20,220000.0,106000.0,0.79,174000.0,2001,0.0,3353.3,0.0,0.0,0.0,3353.3
428,ME,11000.0,21,231000.0,143000.0,0.75,173000.0,2000,0.0,4299.4,0.0,0.0,0.0,4299.4
429,ME,11000.0,23,253000.0,86000.0,1.6,405000.0,2006,0.0,2595.2,347.8,142.7,0.0,3085.7
430,ME,11000.0,41,451000.0,266000.0,1.21,546000.0,2002,0.0,4659.4,301.6,0.0,0.0,4961.0
431,ME,12000.0,33,396000.0,51000.0,5.45,2158000.0,2017,,,,,,
432,ME,12000.0,34,408000.0,65000.0,3.38,1379000.0,2016,85.8,1834.7,600.0,0.0,0.0,2520.5
433,ME,14000.0,22,308000.0,89000.0,0.83,256000.0,1999,0.0,4802.6,0.0,0.0,0.0,4802.6
434,ME,4000.0,30,120000.0,17000.0,1.98,238000.0,2011,372.6,3005.5,1208.6,559.6,0.0,5146.3
435,ME,4000.0,34,136000.0,24000.0,2.39,325000.0,2012,197.3,1910.0,1667.6,0.0,0.0,3774.9
436,ME,5000.0,41,205000.0,33000.0,2.05,420000.0,2010,140.3,2738.7,1302.1,395.4,0.0,4576.5
437,ME,6000.0,50,300000.0,51000.0,1.95,585000.0,2009,186.3,3936.2,885.6,10.3,0.0,5018.4
438,ME,7000.0,31,217000.0,37000.0,1.28,278000.0,2004,0.0,5041.3,160.8,0.0,0.0,5202.1
439,ME,7000.0,42,294000.0,79000.0,1.57,462000.0,2008,3.3,3620.6,204.8,2764.8,0.0,6593.5
440,ME,7000.0,43,301000.0,27000.0,3.14,945000.0,2013,100.1,1808.0,1935.0,0.0,0.0,3843.1
441,ME,8000.0,26,208000.0,193000.0,1.66,345000.0,2005,0.0,2748.5,358.2,0.0,0.0,3106.7
442,ME,8000.0,33,264000.0,145000.0,1.41,372000.0,2003,0.0,4134.9,1127.9,0.0,0.0,5262.8
443,ME,8000.0,47,376000.0,41000.0,4.99,1876000.0,2014,9.7,3198.1,1715.3,228.3,0.0,5151.4
444,ME,9000.0,26,234000.0,59000.0,1.32,309000.0,2007,0.0,2030.4,23.5,189.7,0.0,2243.6
445,MI,85000.0,70,5950000.0,3273000.0,0.77,4582000.0,1997,0.0,3732.4,0.0,0.0,0.0,3732.4
446,MI,90000.0,77,6930000.0,2980000.0,0.57,3950000.0,1993,,,,,,
447,MI,90000.0,86,7740000.0,3870000.0,0.55,4257000.0,1994,,,,,,
448,MI,90000.0,96,8640000.0,4320000.0,1.01,8726000.0,1996,0.0,6142.1,0.0,0.0,0.0,6142.1
449,MI,95000.0,68,6460000.0,2067000.0,0.59,3811000.0,1992,,,,,,
450,MI,97000.0,92,8924000.0,3570000.0,0.78,6961000.0,1995,0.0,1710.1,0.0,0.0,0.0,1710.1
451,MI,105000.0,73,7665000.0,2683000.0,0.57,4369000.0,1991,,,,,,
452,MI,65000.0,67,4355000.0,2439000.0,1.16,5052000.0,2004,3321.5,5746.3,905.0,260.5,1723.5,11956.8
453,MI,65000.0,68,4420000.0,2519000.0,0.94,4155000.0,2005,6813.3,4993.1,2465.4,727.7,1792.1,16791.6
454,MI,65000.0,74,4810000.0,1732000.0,1.41,6782000.0,2003,0.0,3450.4,907.7,341.2,0.0,4699.3
455,MI,66000.0,60,3960000.0,1505000.0,1.55,6138000.0,2009,11210.6,12518.4,14872.2,649.4,1082.2,40332.8
456,MI,71000.0,58,4118000.0,1524000.0,1.67,6877000.0,2010,11898.8,16153.4,12375.6,814.7,1308.2,42550.7
457,MI,71000.0,73,5183000.0,2021000.0,1.44,7464000.0,2008,17502.5,4558.1,8610.2,746.4,1114.6,32531.8
458,MI,72000.0,55,3960000.0,2099000.0,1.15,4554000.0,2006,8632.8,6425.4,5611.0,373.0,1250.8,22293.0
459,MI,72000.0,64,4608000.0,2350000.0,1.19,5484000.0,2007,14722.5,3854.9,8348.9,553.7,1853.0,29333.0
460,MI,72000.0,75,5400000.0,2970000.0,0.6,3240000.0,2000,0.0,5003.6,0.0,0.0,0.0,5003.6
461,MI,72000.0,77,5544000.0,1885000.0,1.4,7762000.0,2002,0.0,2973.7,762.0,0.0,0.0,3735.7
462,MI,73000.0,57,4161000.0,1332000.0,2.03,8447000.0,2012,36304.2,17017.8,11432.9,707.1,419.9,65881.9
463,MI,73000.0,85,6205000.0,3475000.0,0.66,4095000.0,1999,0.0,3453.0,0.0,0.0,0.0,3453.0
464,MI,74000.0,64,4736000.0,2084000.0,1.81,8572000.0,2011,17898.8,16502.5,15941.1,1167.8,840.3,52350.5
465,MI,76000.0,60,4560000.0,2827000.0,0.81,3694000.0,2001,0.0,4091.4,24.8,0.0,0.0,4116.2
466,MI,80000.0,85,6800000.0,3672000.0,0.66,4488000.0,1998,0.0,5238.3,0.0,0.0,0.0,5238.3
467,MI,85000.0,55,4675000.0,982000.0,2.16,10098000.0,2013,44878.1,19755.4,14566.3,1127.3,863.8,81190.9
468,MI,87000.0,45,3915000.0,822000.0,2.41,9435000.0,2017,,,,,,
469,MI,89000.0,60,5340000.0,1709000.0,2.37,12656000.0,2016,509.1,8771.4,3079.9,1408.7,0.0,13769.1
470,MI,90000.0,58,5220000.0,1984000.0,2.44,12737000.0,2015,730.3,8303.2,8145.2,1665.4,56.0,18900.1
471,MI,91000.0,63,5733000.0,1835000.0,2.49,14275000.0,2014,45281.4,17131.4,20021.4,794.3,1107.0,84335.5
472,MN,145000.0,73,10585000.0,2011000.0,0.74,7833000.0,1997,0.0,4246.7,0.0,0.0,0.0,4246.7
473,MN,150000.0,77,11550000.0,1617000.0,0.9,10395000.0,1996,0.0,6288.3,0.0,0.0,0.0,6288.3
474,MN,165000.0,82,13530000.0,1218000.0,0.7,9471000.0,1995,0.0,834.7,0.0,0.0,0.0,834.7
475,MN,170000.0,79,13430000.0,2149000.0,0.52,6984000.0,1994,,,,,,
476,MN,180000.0,80,14400000.0,2160000.0,0.53,7632000.0,1993,,,,,,
477,MN,180000.0,91,16380000.0,2457000.0,0.54,8845000.0,1991,,,,,,
478,MN,190000.0,90,17100000.0,3591000.0,0.54,9234000.0,1992,,,,,,
479,MN,117000.0,73,8541000.0,1110000.0,1.47,12555000.0,2002,0.0,3265.3,1609.1,0.0,0.0,4874.4
480,MN,120000.0,53,6360000.0,2099000.0,1.63,10367000.0,2011,94614.2,42626.3,33626.1,223.2,0.0,171089.8
481,MN,120000.0,74,8880000.0,1598000.0,0.9,7992000.0,2005,17982.9,1101.0,7970.6,0.0,0.0,27054.5
482,MN,120000.0,83,9960000.0,1892000.0,1.44,14342000.0,2003,0.0,375.7,1393.1,0.0,0.0,1768.8
483,MN,122000.0,65,7930000.0,1427000.0,1.44,11419000.0,2009,49606.5,10683.0,28357.5,122.6,0.0,88769.6
484,MN,122000.0,68,8296000.0,2157000.0,1.84,15265000.0,2015,352.0,9611.2,9092.0,0.0,0.0,19055.2
485,MN,122000.0,78,9516000.0,2569000.0,1.39,13227000.0,2008,42875.7,8183.8,21133.2,0.0,0.0,72192.7
486,MN,124000.0,59,7316000.0,1390000.0,1.69,12364000.0,2016,1673.0,3889.8,3943.2,557.1,0.0,10063.1
487,MN,125000.0,67,8375000.0,1591000.0,1.92,16080000.0,2012,135044.1,29129.6,25763.3,227.9,0.0,190164.9
488,MN,125000.0,80,10000000.0,3300000.0,0.94,9400000.0,2006,21232.4,3571.0,15293.6,13.3,0.0,40110.3
489,MN,126000.0,62,7812000.0,1016000.0,1.86,14530000.0,2017,,,,,,
490,MN,128000.0,66,8448000.0,1774000.0,1.55,13094000.0,2010,45267.0,40330.4,23717.8,420.8,0.0,109736.0
491,MN,130000.0,58,7540000.0,1282000.0,1.99,15005000.0,2013,134266.6,34053.6,31282.7,25.7,0.0,199628.6
492,MN,130000.0,68,8840000.0,2564000.0,1.04,9194000.0,2007,28186.4,5190.5,13464.7,0.0,0.0,46841.6
493,MN,132000.0,60,7920000.0,1426000.0,2.06,16315000.0,2014,192952.2,32150.5,41110.0,58.6,0.0,266271.3
494,MN,135000.0,75,10125000.0,1924000.0,1.08,10935000.0,2004,5268.9,3102.5,5202.2,0.0,0.0,13573.6
495,MN,135000.0,81,10935000.0,1859000.0,0.65,7108000.0,2001,0.0,4000.5,104.6,0.0,0.0,4105.1
496,MN,140000.0,79,11060000.0,2765000.0,0.65,7189000.0,1998,0.0,2492.2,0.0,0.0,0.0,2492.2
497,MN,145000.0,82,11890000.0,3210000.0,0.61,7253000.0,1999,0.0,5829.8,0.0,0.0,0.0,5829.8
498,MN,150000.0,90,13500000.0,3105000.0,0.57,7695000.0,2000,0.0,3226.1,0.0,0.0,0.0,3226.1
499,MO,22000.0,74,1628000.0,326000.0,0.92,1498000.0,1996,0.0,374.8,0.0,0.0,0.0,374.8
500,MO,23000.0,67,1541000.0,308000.0,0.73,1125000.0,1995,0.0,262.7,0.0,0.0,0.0,262.7
501,MO,24000.0,73,1752000.0,298000.0,0.59,1034000.0,1993,,,,,,
502,MO,24000.0,77,1848000.0,517000.0,0.78,1441000.0,1997,0.0,465.6,0.0,0.0,0.0,465.6
503,MO,25000.0,77,1925000.0,270000.0,0.53,1020000.0,1994,,,,,,
504,MO,25000.0,77,1925000.0,366000.0,0.65,1251000.0,1992,,,,,,
505,MO,28000.0,65,1820000.0,528000.0,0.62,1128000.0,1991,,,,,,
506,MO,10000.0,47,470000.0,85000.0,2.62,1231000.0,2013,52530.7,25444.6,21109.8,107.3,0.0,99192.4
507,MO,10000.0,52,520000.0,52000.0,3.55,1846000.0,2015,907.2,7645.3,3643.7,34.7,0.0,12230.9
508,MO,11000.0,47,517000.0,57000.0,1.99,1029000.0,2009,23669.7,10610.5,24267.1,237.4,0.0,58784.7
509,MO,11000.0,52,572000.0,92000.0,1.8,1030000.0,2010,15640.2,23728.6,20191.6,614.3,0.0,60174.7
510,MO,11000.0,53,583000.0,152000.0,1.68,979000.0,2008,14583.0,9536.4,13325.3,166.3,0.0,37611.0
511,MO,12000.0,47,564000.0,96000.0,3.63,2047000.0,2014,61668.2,53768.3,36203.8,48.4,0.0,151688.7
512,MO,14000.0,46,644000.0,148000.0,1.12,721000.0,2007,23367.3,7941.8,11287.0,46.2,0.0,42642.3
513,MO,15000.0,46,690000.0,117000.0,0.98,676000.0,2006,12278.1,2711.9,12321.3,152.4,19.2,27482.9
514,MO,15000.0,50,750000.0,180000.0,1.22,915000.0,2005,10880.9,6310.5,4482.1,46.8,0.0,21720.3
515,MO,16000.0,41,656000.0,151000.0,1.36,892000.0,2004,7062.8,7543.4,5998.0,2125.5,30.2,22759.9
516,MO,17000.0,53,901000.0,189000.0,1.41,1270000.0,2003,0.0,736.4,218.5,139.8,0.0,1094.7
517,MO,18000.0,50,900000.0,189000.0,1.42,1278000.0,2002,0.0,901.5,622.6,81.9,0.0,1606.0
518,MO,22000.0,61,1342000.0,336000.0,0.71,953000.0,2001,0.0,1112.1,0.5,0.0,0.0,1112.6
519,MO,23000.0,66,1518000.0,455000.0,0.76,1154000.0,1998,0.0,2264.3,0.0,0.0,0.0,2264.3
520,MO,23000.0,75,1725000.0,362000.0,0.6,1035000.0,2000,0.0,2756.9,0.0,0.0,0.0,2756.9
521,MO,24000.0,65,1560000.0,437000.0,0.68,1061000.0,1999,0.0,1382.0,0.0,0.0,0.0,1382.0
522,MO,7000.0,53,371000.0,108000.0,2.8,1039000.0,2012,44827.9,32864.5,23240.9,80.7,0.0,101014.0
523,MO,8000.0,43,344000.0,76000.0,2.14,736000.0,2011,20725.6,36426.1,33808.2,2474.0,0.0,93433.9
524,MO,8000.0,62,496000.0,30000.0,2.31,1146000.0,2016,4303.2,7081.4,1883.5,0.0,0.0,13268.1
525,MO,8000.0,65,520000.0,57000.0,3.53,1836000.0,2017,,,,,,
526,MS,16000.0,70,1120000.0,146000.0,0.68,762000.0,1995,0.0,1533.6,0.0,0.0,0.0,1533.6
527,MS,17000.0,61,1037000.0,114000.0,0.49,508000.0,1993,,,,,,
528,MS,17000.0,80,1360000.0,299000.0,0.87,1183000.0,1996,0.0,696.6,0.0,0.0,0.0,696.6
529,MS,19000.0,53,1007000.0,352000.0,0.48,483000.0,1994,,,,,,
530,MS,19000.0,73,1387000.0,777000.0,0.73,1013000.0,1997,0.0,2569.0,0.0,0.0,0.0,2569.0
531,MS,25000.0,65,1625000.0,163000.0,0.51,829000.0,1992,,,,,,
532,MS,28000.0,36,1008000.0,71000.0,0.52,524000.0,1991,,,,,,
533,MS,13000.0,80,1040000.0,83000.0,1.81,1882000.0,2017,,,,,,
534,MS,14000.0,104,1456000.0,87000.0,1.32,1922000.0,2009,3800.9,9380.4,13751.7,743.6,0.0,27676.6
535,MS,14000.0,98,1372000.0,110000.0,1.3,1784000.0,2008,4828.1,12013.8,18536.6,993.2,0.0,36371.7
536,MS,14000.0,98,1372000.0,453000.0,0.93,1276000.0,2006,1550.2,5332.2,27097.0,2585.9,0.0,36565.3
537,MS,15000.0,83,1245000.0,87000.0,2.4,2988000.0,2015,192.9,8338.6,3334.5,304.7,0.0,12170.7
538,MS,15000.0,92,1380000.0,166000.0,0.91,1256000.0,2007,258.5,5697.0,20317.5,1489.5,0.0,27762.5
539,MS,16000.0,80,1280000.0,346000.0,0.67,858000.0,2005,4477.5,7273.6,16903.9,1403.0,0.0,30058.0
540,MS,16000.0,98,1568000.0,78000.0,1.44,2258000.0,2010,2113.7,21952.9,18639.1,200.8,0.0,42906.5
541,MS,17000.0,116,1972000.0,39000.0,1.86,3668000.0,2013,19968.5,12342.7,15532.7,0.0,0.0,47843.9
542,MS,17000.0,66,1122000.0,224000.0,0.89,999000.0,2001,0.0,3182.7,1613.2,0.0,0.0,4795.9
543,MS,17000.0,72,1224000.0,649000.0,0.69,845000.0,2000,0.0,682.0,169.4,0.0,0.0,851.4
544,MS,18000.0,115,2070000.0,104000.0,1.53,3167000.0,2011,6635.4,22192.3,23191.2,303.8,0.0,52322.7
545,MS,18000.0,118,2124000.0,64000.0,1.77,3759000.0,2012,12287.3,22205.7,15563.3,81.0,0.0,50137.3
546,MS,18000.0,65,1170000.0,421000.0,0.79,924000.0,2004,276.4,7601.9,4603.1,2104.3,0.0,14585.7
547,MS,18000.0,73,1314000.0,591000.0,0.54,710000.0,1999,0.0,2514.3,0.0,0.0,0.0,2514.3
548,MS,18000.0,78,1404000.0,281000.0,1.23,1727000.0,2002,0.0,4080.3,3439.8,177.6,0.0,7697.7
549,MS,18000.0,86,1548000.0,898000.0,0.58,898000.0,1998,0.0,1404.8,0.0,0.0,0.0,1404.8
550,MS,19000.0,85,1615000.0,113000.0,1.73,2794000.0,2016,5796.2,9323.8,20000.0,807.8,0.0,35927.8
551,MS,20000.0,112,2240000.0,45000.0,2.01,4502000.0,2014,17883.5,16294.1,22734.8,542.2,0.0,57454.6
552,MS,21000.0,69,1449000.0,246000.0,1.29,1869000.0,2003,0.0,4981.0,2110.9,80.7,0.0,7172.6
553,MT,86000.0,92,7912000.0,1187000.0,0.57,4510000.0,1991,,,,,,
554,MT,87000.0,110,9570000.0,1818000.0,0.55,5264000.0,1992,,,,,,
555,MT,95000.0,98,9310000.0,1583000.0,0.54,5027000.0,1993,,,,,,
556,MT,106000.0,80,8480000.0,1781000.0,0.72,6106000.0,1995,0.0,7.9,0.0,0.0,0.0,7.9
557,MT,107000.0,120,12840000.0,4237000.0,0.74,9502000.0,1997,0.0,128.3,0.0,0.0,0.0,128.3
558,MT,117000.0,60,7020000.0,1825000.0,0.88,6178000.0,1996,0.0,89.0,0.0,0.0,0.0,89.0
559,MT,119000.0,105,12495000.0,3624000.0,0.52,6497000.0,1994,,,,,,
560,MT,115000.0,122,14030000.0,5472000.0,0.64,8979000.0,1998,0.0,44.5,0.0,0.0,0.0,44.5
561,MT,122000.0,70,8540000.0,2135000.0,0.6,5124000.0,1999,0.0,264.2,0.0,0.0,0.0,264.2
562,MT,124000.0,88,10912000.0,4692000.0,0.59,6438000.0,2000,0.0,616.7,0.0,0.0,0.0,616.7
563,MT,130000.0,67,8710000.0,3136000.0,0.86,7491000.0,2005,87.4,355.8,169.0,9.7,0.0,621.9
564,MT,132000.0,79,10428000.0,1981000.0,0.95,9907000.0,2006,17.5,294.4,82.4,6.8,0.0,401.1
